SERVIÇO,CID,ATENDIMENTOS,n pacientes,reinternacoes,obitos,mortalidade,estada,estadas prolongadas,taxa de eventos adversos
JOELHO,"Y79.2  DISPOS. ORTOPÉDICOS, ASSOC. INCID. ADVERSO - PRÓT. E OUT. IMPLANTES, INCL. MATERIAIS E ACESSÓRIOS",1,1,0,0,0.0,6.0,0,0.0
JOELHO,Z44.9  COLOCAÇÃO E AJUSTAMENTO DE APARELHO DE PRÓTESE EXTERNA NÃO ESPECIFICADO,1,1,0,0,0.0,59.0,0,0.0
JOELHO,Z47.0  SEGUIMENTO ENVOLVENDO REMOÇÃO DE PLACA DE FRATURA E OUTROS DISPOSITIVOS DE FIXAÇÃO INTERNA,10,10,0,0,0.0,2.5,2,0.2
JOELHO,Z47.8  OUTROS SEGUIMENTOS ORTOPÉDICOS ESPECIFICADOS,3,3,0,0,0.0,2.0,0,0.0
JOELHO,Z48.0  CUIDADOS A CURATIVOS E SUTURAS CIRÚRGICAS,2,2,0,0,0.0,3.5,1,0.5
JOELHO,Z84.0  HISTÓRIA FAMILIAR DE DOENÇAS DA PELE E DO TECIDO SUBCUTÂNEO,1,1,0,0,0.0,65.0,0,0.0
MICROCIRURGIA,A39.4  MENINGOCOCCEMIA NÃO ESPECIFICADA,1,1,0,0,0.0,20.0,0,0.0
MICROCIRURGIA,A49.9  INFECÇÃO BACTERIANA NÃO ESPECIFICADA,2,2,0,0,0.0,49.0,1,0.5
MICROCIRURGIA,C40.1  NEOPLASIA MALIGNA DOS OSSOS CURTOS DOS MEMBROS SUPERIORES,1,1,0,0,0.0,12.0,0,0.0
MICROCIRURGIA,C40.3  NEOPLASIA MALIGNA DOS OSSOS CURTOS DOS MEMBROS INFERIORES,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,C40.8  NEOPLASIA MALIGNA DOS OSSOS E CARTILAGENS ARTICULARES DOS MEMBROS COM LESÃO INVASIVA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,C41.0  NEOPLASIA MALIGNA DOS OSSOS DO CRÂNIO E DA FACE,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"C44.7  NEOPLASIA MALIGNA DA PELE DO MEMBRO INFERIOR, INCLUINDO QUADRIL",2,2,0,0,0.0,6.5,1,0.5
MICROCIRURGIA,C49.5  NEOPLASIA MALIGNA DO TECIDO CONJUNTIVO E TECIDOS MOLES DA PELVE,3,3,0,0,0.0,16.0,1,0.3333333333333333
MICROCIRURGIA,C49.8  NEOPLASIA MALIGNA DO TECIDO CONJUNTIVO E DOS TECIDOS MOLES COM LESÃO INVASIVA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,C49.9  NEOPLASIA MALIGNA DO TECIDO CONJUNTIVO E TECIDOS MOLES,1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,C76.5  NEOPLASIA MALIGNA DO MEMBRO INFERIOR,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,D14.3  NEOPLASIA BENIGNA DOS BRÔNQUIOS E PULMÃO,2,2,0,0,0.0,4.5,1,0.5
MICROCIRURGIA,D16.2  NEOPLASIA BENIGNA DOS OSSOS LONGOS DOS MEMBROS INFERIORES,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"D16.9  NEOPLASIA BENIGNA DO OSSO E CARTILAGEM ARTICULAR, NÃO ESPECIFICADO",1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,D18.0  HEMANGIOMA DE QUALQUER LOCALIZAÇÃO,4,4,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"D21.1  NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DOS MEMBROS SUPERIORES, INCL. OMBRO",5,5,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"D21.2  NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DOS MEMBROS INFERIORES, INCL. QUADRIL",1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,D23.3  NEOPLASIA BENIGNA DA PELE DE OUTRAS PARTES E DE PARTES NÃO ESPECIFICADAS DA FACE,1,1,0,0,0.0,38.0,0,0.0
MICROCIRURGIA,"D23.7  NEOPLASIA BENIGNA DA PELE DOS MEMBROS INFERIORES, INCLUINDO O QUADRIL",1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"D23.9  NEOPLASIA BENIGNA DA PELE, NÃO ESPECIFICADA",1,1,0,0,0.0,96.0,0,0.0
MICROCIRURGIA,D36.1  NEOPLASIA BENIGNA DOS NERVOS PERIFÉRICOS E SISTEMA NERVOSO AUTÔNOMO,1,1,0,0,0.0,0.0,0,0.0
MICROCIRURGIA,D36.9  NEOPLASIA BENIGNA DE LOCALIZAÇÃO NÃO ESPECIFICADA,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,D48.2  NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS NERVOS PERIF. E DO SISTEMA NERVOSO PERIFÉRICO,2,2,0,0,0.0,3.5,1,0.5
MICROCIRURGIA,D48.5  NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA PELE,2,2,0,0,0.0,8.0,1,0.5
MICROCIRURGIA,E10.5  DIABETES MELLITUS INSULINO-DEPENDENTE - COM COMPLICAÇÕES CIRCULATÓRIAS PERIFÉRICAS,1,1,0,0,0.0,109.0,0,0.0
MICROCIRURGIA,E14.8  DIABETES MELLITUS NÃO ESPECIFICADO - COM COMPLICAÇÕES NÃO ESPECIFICADAS,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,E65  ADIPOSIDADE LOCALIZADA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,E88.1  LIPODISTROFIA NÃO CLASSIFICADA EM OUTRA PARTE,1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,G54.0  TRANSTORNOS DO PLEXO BRAQUIAL,76,76,0,0,0.0,3.0,16,0.21052631578947367
MICROCIRURGIA,G54.1  TRANSTORNOS DO PLEXO LOMBOSSACRAL,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,G54.9  TRANSTORNO NÃO ESPECIFICADO DAS RAÍZES E DOS PLEXOS NERVOSOS,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G55.8  COMPRESSÕES DAS RAÍZES E DOS PLEXOS NERVOSOS EM OUTRAS DOENÇAS CLASSIFICADAS EM OUTRA PARTE,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G56.0  SÍNDROME DO TÚNEL DO CARPO,9,9,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,G56.1  OUTRAS LESÕES DO NERVO MEDIANO,3,3,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G56.2  LESÕES DO NERVO CUBITAL [ULNAR],15,15,0,0,0.0,3.0,1,0.06666666666666667
MICROCIRURGIA,G56.3  LESÃO DO NERVO RADIAL,14,14,0,0,0.0,3.0,2,0.14285714285714285
MICROCIRURGIA,G56.8  OUTRAS MONONEUROPATIAS DOS MEMBROS SUPERIORES,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G57.3  LESÃO DO NERVO POPLÍTEO LATERAL,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,G58.7  MONONEURITE MÚLTIPLA,1,1,0,0,0.0,40.0,0,0.0
MICROCIRURGIA,G58.9  MONONEUROPATIA NÃO ESPECIFICADA,9,9,0,0,0.0,3.0,2,0.2222222222222222
MICROCIRURGIA,G64  OUTROS TRANSTORNOS DO SISTEMA NERVOSO PERIFÉRICO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G80.2  HEMIPLEGIA INFANTIL,2,2,0,0,0.0,2.0,1,0.5
MICROCIRURGIA,G80.8  OUTRAS FORMAS DE PARALISIA CEREBRAL INFANTIL,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,G80.9  PARALISIA CEREBRAL INFANTIL NÃO ESPECIFICADA,4,4,0,0,0.0,2.5,0,0.0
MICROCIRURGIA,L40.4  PSORÍASE GUTATA,1,1,0,0,0.0,8.0,0,0.0
MICROCIRURGIA,L89  ÚLCERA DE DECÚBITO,5,5,0,0,0.0,25.0,1,0.2
MICROCIRURGIA,L90.5  CICATRIZES E FIBROSE CUTÂNEA,27,27,0,0,0.0,3.0,6,0.2222222222222222
MICROCIRURGIA,"L90.9  AFECÇÕES ATRÓFICAS DA PELE, NÃO ESPECIFICADAS",4,4,0,0,0.0,19.5,1,0.25
MICROCIRURGIA,L91.0  CICATRIZ QUELÓIDE,3,3,0,0,0.0,3.0,1,0.3333333333333333
MICROCIRURGIA,L91.8  OUTRAS AFECÇÕES HIPERTRÓFICAS DA PELE,1,1,0,0,0.0,45.0,0,0.0
MICROCIRURGIA,"L91.9  AFECÇÕES HIPERTRÓFICAS DA PELE, NÃO ESPECIFICADAS",4,4,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,L92.0  GRANULOMA ANULAR,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,L97  ÚLCERA DOS MEMBROS INFERIORES NÃO CLASSIFICADA EM OUTRA PARTE,13,13,0,1,0.07692307692307693,16.0,3,0.3076923076923077
MICROCIRURGIA,"L98.4  ÚLCERA CRÔNICA DA PELE, NÃO CLASSIFICADA EM OUTRA PARTE",25,25,0,0,0.0,10.0,6,0.24
MICROCIRURGIA,L98.8  OUTRAS AFECÇÕES ESPECIFICADAS DA PELE E DO TECIDO SUBCUTÂNEO,9,9,0,0,0.0,3.0,1,0.1111111111111111
MICROCIRURGIA,"L98.9  AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO, NÃO ESPECIFICADOS",4,4,0,0,0.0,10.0,1,0.25
MICROCIRURGIA,L99.8  OUTRAS AFECÇÕES ESPECIFICADAS DA PELE E DO TECIDO SUBCUTÂNEO EM DOENÇAS CLASSIFICADAS EM OUTRA PARTE,1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,M15.9  POLIARTROSE NÃO ESPECIFICADA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M20.0  DEFORMIDADE(S) DO(S) DEDO(S) DAS MÃOS,2,2,0,0,0.0,3.0,1,0.5
MICROCIRURGIA,M20.5  OUTRAS DEFORMIDADES (ADQUIRIDAS) DO(S) DEDO(S) DOS PÉS,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,M20.6  DEFORMIDADE ADQUIRIDA NÃO ESPECIFICADA DE DEDO(S) DO PÉ,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,M53.3  TRANSTORNOS SACROCCÍGEOS NÃO CLASSIFICADOS EM OUTRA PARTE,1,1,0,0,0.0,53.0,0,0.0
MICROCIRURGIA,M62.4  CONTRATURA DE MÚSCULO,3,3,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M62.5  PERDA E ATROFIA MUSCULAR NÃO CLASSIFICADAS EM OUTRA PARTE,5,5,0,0,0.0,10.0,1,0.2
MICROCIRURGIA,M65.3  DEDO EM GATILHO,4,4,0,0,0.0,2.0,1,0.25
MICROCIRURGIA,M65.4  TENOSSINOVITE ESTILÓIDE RADIAL [DE QUERVAIN],2,2,0,0,0.0,1.5,1,0.5
MICROCIRURGIA,M67.1  OUTRA CONTRATURA DE TENDÃO (BAINHA),4,4,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M72.0  FIBROMATOSE DE FÁSCIA PALMAR [DUPUYTREN],5,5,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M84.0  DEFEITO DE CONSOLIDAÇÃO DA FRATURA,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,M84.1  AUSÊNCIA DE CONSOLIDAÇÃO DA FRATURA [PSEUDO-ARTROSE],28,28,0,0,0.0,7.0,7,0.25
MICROCIRURGIA,M84.3  FRATURA DE FADIGA (STRESS) NÃO CLASSIFICADA EM OUTRA PARTE,1,1,0,0,0.0,32.0,0,0.0
MICROCIRURGIA,M85.6  OUTRO CISTO ÓSSEO,3,3,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M85.9  TRANSTORNO NÃO ESPECIFICADO DA DENSIDADE E DA ESTRUTURA ÓSSEAS,1,1,0,0,0.0,9.0,0,0.0
MICROCIRURGIA,M86.0  OSTEOMIELITE AGUDA HEMATOGÊNICA,2,2,0,0,0.0,24.0,1,0.5
MICROCIRURGIA,M86.3  OSTEOMIELITE CRÔNICA MULTIFOCAL,1,1,0,0,0.0,232.0,0,0.0
MICROCIRURGIA,M86.4  OSTEOMIELITE CRÔNICA COM SEIO DRENANTE,3,3,0,0,0.0,10.0,1,0.3333333333333333
MICROCIRURGIA,M86.5  OUTRA OSTEOMIELITE CRÔNICA HEMATOGÊNICA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M86.6  OUTRA OSTEOMIELITE CRÔNICA,10,10,0,0,0.0,16.5,3,0.3
MICROCIRURGIA,M86.9  OSTEOMIELITE NÃO ESPECIFICADA,6,6,0,0,0.0,10.0,2,0.3333333333333333
MICROCIRURGIA,M89.8  OUTROS TRANSTORNOS ESPECIFICADOS DO OSSO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,M95.8  OUTRAS DEFORMIDADES ADQUIRIDAS ESPECIFICADAS DO SISTEMA OSTEOMUSCULAR,1,1,0,0,0.0,13.0,0,0.0
MICROCIRURGIA,M96.0  PSEUDO-ARTROSE APÓS FUSÃO OU ARTRODESE,2,2,0,0,0.0,6.0,1,0.5
MICROCIRURGIA,M96.8  OUTROS TRANSTORNOS OSTEOMUSCULARES PÓS-PROCEDIMENTOS,78,78,0,0,0.0,2.0,18,0.23076923076923078
MICROCIRURGIA,N17.0  INSUFICIÊNCIA RENAL AGUDA COM NECROSE TUBULAR,1,1,0,0,0.0,9.0,0,0.0
MICROCIRURGIA,P14.0  PARALISIA DE ERB DEVIDA A TRAUMATISMO DE PARTO,271,271,0,0,0.0,3.0,26,0.0959409594095941
MICROCIRURGIA,P14.1  PARALISIA DE KLUMPKE DEVIDA A TRAUMATISMO DE PARTO,9,9,0,0,0.0,3.0,1,0.1111111111111111
MICROCIRURGIA,P14.3  OUTRAS LESÕES DO PLEXO BRAQUIAL DEVIDAS A TRAUMATISMO DE PARTO,68,68,0,0,0.0,3.0,8,0.11764705882352941
MICROCIRURGIA,P14.9  LESÃO NÃO ESPECIFICADA DO SISTEMA NERVOSO PERIFÉRICO DEVIDA A TRAUMATISMO DE PARTO,2,2,0,0,0.0,2.5,1,0.5
MICROCIRURGIA,P70.9  TRANSTORNO TRANSITÓRIO NÃO ESPECIFICADO DO METABOLISMO DOS CARBOIDRATOS DO FETO E DO RECÉM-NASCIDO,2,2,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q05.9  ESPINHA BÍFIDA NÃO ESPECIFICADA,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,"Q41.9  AUSÊNCIA, ATRESIA E ESTENOSE CONGÊNITA DO INTESTINO DELGADO, SEM ESPECIFICAÇÃO DE LOCALIZAÇÃO",1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,Q66.5  PÉ CHATO CONGÊNITO,1,1,0,0,0.0,70.0,0,0.0
MICROCIRURGIA,Q66.8  OUTRAS DEFORMIDADES CONGÊNITAS DO PÉ,9,9,0,0,0.0,1.0,2,0.2222222222222222
MICROCIRURGIA,Q66.9  DEFORMIDADE CONGÊNITA NÃO ESPECIFICADA DO PÉ,7,7,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q67.5  DEFORMIDADES CONGÊNITAS DA COLUNA VERTEBRAL,1,1,0,0,0.0,44.0,0,0.0
MICROCIRURGIA,Q67.8  OUTRAS DEFORMIDADES CONGÊNITAS DO TÓRAX,1,1,0,0,0.0,5.0,0,0.0
MICROCIRURGIA,Q68.0  DEFORMIDADE CONGÊNITA DO MÚSCULO ESTERNOCLEIDOMASTOIDEU,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,Q68.1  DEFORMIDADE CONGÊNITA DA MÃO,12,12,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q68.4  ENCURVAMENTO CONGÊNITO DA TÍBIA E DA PERÔNIO [FÍBULA],1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q69.0  DEDO(S) DA MÃO SUPRANUMERÁRIO(S),2,2,0,0,0.0,1.5,1,0.5
MICROCIRURGIA,Q69.1  POLEGAR(ES) SUPRANUMERÁRIO(S),1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q69.9  POLIDACTILIA NÃO ESPECIFICADA,8,8,0,0,0.0,3.0,1,0.125
MICROCIRURGIA,Q70.0  COALESCÊNCIA DOS DEDOS (DEDOS DA MÃO FUNDIDOS),5,5,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q70.2  COALESCÊNCIA DOS ARTELHOS (ARTELHOS FUNDIDOS),4,4,0,0,0.0,2.5,0,0.0
MICROCIRURGIA,Q70.4  POLISSINDACTILIA,2,2,0,0,0.0,2.5,1,0.5
MICROCIRURGIA,Q70.9  SINDACTILIA NÃO ESPECIFICADA,28,28,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q71.4  DEFEITO DE REDUÇÃO LONGITUDINAL DO RÁDIO,1,1,0,0,0.0,0.0,0,0.0
MICROCIRURGIA,Q71.8  OUTROS DEFEITOS DE REDUÇÃO DO MEMBRO SUPERIOR,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"Q71.9  DEFEITO POR REDUÇÃO DO MEMBRO SUPERIOR, NÃO ESPECIFICADO",1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,Q72.0  AUSÊNCIA CONGÊNITA COMPLETA DO(S) MEMBRO(S) INFERIOR(ES),1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,Q72.5  DEFEITO POR REDUÇÃO LONGITUDINAL DA TÍBIA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q72.8  OUTROS DEFEITOS POR REDUÇÃO DO(S) MEMBRO(S) INFERIOR(ES),1,1,0,0,0.0,82.0,0,0.0
MICROCIRURGIA,"Q74.0  OUTRAS MALFORMAÇÕES CONGÊNITAS DO(S) MEMBRO(S) SUPERIORES, INCLUSIVE DA CINTURA ESCAPULAR",2,2,0,0,0.0,6.0,1,0.5
MICROCIRURGIA,"Q74.2  OUTRAS MALFORMAÇÕES CONGÊNITAS DO(S) MEMBRO(S) INFERIORES, INCLUSIVE DA CINTURA PÉLVICA",4,4,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q74.3  ARTROGRIPOSE CONGÊNITA MÚLTIPLA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q74.8  OUTRAS MALFORMAÇÕES CONGÊNITAS ESPECIFICADAS DE MEMBRO(S),1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q74.9  MALFORMAÇÕES CONGÊNITAS NÃO ESPECIFICADAS DE MEMBRO(S),11,11,0,0,0.0,3.0,1,0.09090909090909091
MICROCIRURGIA,Q76.4  OUTRAS MALFORMAÇÕES CONGÊNITAS DA COLUNA VERTEBRAL NÃO-ASSOCIADAS COM ESCOLIOSE,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,Q82.8  OUTRAS MALFORMAÇÕES CONGÊNITAS ESPECIFICADAS DA PELE,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,Q85.0  NEUROFIBROMATOSE (NÃO-MALIGNA),2,2,0,0,0.0,13.0,1,0.5
MICROCIRURGIA,Q87.5  OUTRAS SÍNDROMES COM MALFORMAÇÕES CONGÊNITAS COM OUTRAS ALTERAÇÕES DO ESQUELETO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,R02  GANGRENA NÃO CLASSIFICADA EM OUTRA PARTE,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,R10.1  DOR LOCALIZADA NO ABDOME SUPERIOR,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,"R22.1  TUMEFAÇÃO, MASSA OU TUMORAÇÃO LOCALIZADAS DO PESCOÇO",1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,"R22.3  TUMEFAÇÃO, MASSA OU TUMORAÇÃO LOCALIZADAS DE MEMBRO SUPERIOR",2,2,0,0,0.0,1.5,1,0.5
MICROCIRURGIA,"R22.4  TUMEFAÇÃO, MASSA OU TUMORAÇÃO LOCALIZADAS NO MEMBRO INFERIOR",1,1,0,0,0.0,10.0,0,0.0
MICROCIRURGIA,R23.8  OUTRAS ALTERAÇÕES DA PELE E AS NÃO ESPECIFICADAS,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,R52.0  DOR AGUDA,10,10,0,0,0.0,1.5,3,0.3
MICROCIRURGIA,S04.3  TRAUMATISMO DO NERVO TRIGÊMEO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S14.0  CONCUSSÃO E EDEMA DA MEDULA CERVICAL,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S14.3  TRAUMATISMO DO PLEXO BRAQUIAL,587,587,0,0,0.0,3.0,143,0.24361158432708688
MICROCIRURGIA,S32.4  FRATURA DO ACETÁBULO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S41.1  FERIMENTO DO BRAÇO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S42.0  FRATURA DA CLAVÍCULA,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,S42.3  FRATURA DA DIÁFISE DO ÚMERO,1,1,0,0,0.0,9.0,0,0.0
MICROCIRURGIA,S44.2  TRAUMATISMO DO NERVO RADIAL AO NÍVEL DO BRAÇO,3,3,0,0,0.0,3.0,1,0.3333333333333333
MICROCIRURGIA,S51.7  FERIMENTOS MÚLTIPLOS DO ANTEBRAÇO,1,1,0,0,0.0,0.0,0,0.0
MICROCIRURGIA,S51.8  FERIMENTO DE OUTRAS PARTES DO ANTEBRAÇO,1,1,0,0,0.0,37.0,0,0.0
MICROCIRURGIA,"S51.9  FERIMENTO DO ANTEBRAÇO, PARTE NÃO ESPECIFICADO",1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S52.0  FRATURA DA EXTREMIDADE SUPERIOR DO CÚBITO [ULNA],1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,S52.1  FRATURA DA EXTREMIDADE SUPERIOR DO RÁDIO,1,1,0,0,0.0,14.0,0,0.0
MICROCIRURGIA,S52.3  FRATURA DA DIÁFISE DO RÁDIO,1,1,0,0,0.0,4.0,0,0.0
MICROCIRURGIA,S52.4  FRATURA DAS DIÁFISES DO RÁDIO E DO CÚBITO [ULNA],1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S52.5  FRATURA DA EXTREMIDADE DISTAL DO RÁDIO,2,2,0,0,0.0,6.5,1,0.5
MICROCIRURGIA,S52.6  FRATURA DA EXTREMIDADE DISTAL DO RÁDIO E DO CÚBITO [ULNA],2,2,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S52.7  FRATURAS MÚLTIPLAS DO ANTEBRAÇO,1,1,0,0,0.0,22.0,0,0.0
MICROCIRURGIA,"S52.9  FRATURA DO ANTEBRAÇO, PARTE NÃO ESPECIFICADA",2,2,0,0,0.0,20.5,1,0.5
MICROCIRURGIA,S54.0  TRAUMATISMO DO NERVO CUBITAL [ULNAR] AO NÍVEL DO ANTEBRAÇO,2,2,0,0,0.0,5.0,1,0.5
MICROCIRURGIA,S54.1  TRAUMATISMO DO NERVO MEDIANO AO NÍVEL DO ANTEBRAÇO,3,3,0,0,0.0,3.0,1,0.3333333333333333
MICROCIRURGIA,S54.2  TRAUMATISMO DO NERVO RADIAL AO NÍVEL DO ANTEBRAÇO,3,3,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S54.3  TRAUMATISMO DO NERVO CUTÂNEO SENSITIVO AO NÍVEL DO ANTEBRAÇO,1,1,0,0,0.0,10.0,0,0.0
MICROCIRURGIA,S54.7  TRAUMATISMO DE MÚLTIPLOS NERVOS AO NÍVEL DO ANTEBRAÇO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S56.1  TRAUMATISMO DO MÚSCULO FLEXOR E TENDÃO DE OUTRO(S) DEDO(S) AO NÍVEL DO ANTEBRAÇO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S56.5  TRAUMATISMO DE OUTROS MÚSCULOS EXTENSORES E TENDÕES AO NÍVEL DO ANTEBRAÇO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S56.7  TRAUMATISMO DE MÚSCULOS E TENDÕES MÚLTIPLOS AO NÍVEL DO ANTEBRAÇO,1,1,0,0,0.0,39.0,0,0.0
MICROCIRURGIA,S59.7  TRAUMATISMOS MÚLTIPLOS DO COTOVELO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,"S61.9  FERIMENTO DO PUNHO E DA MÃO, PARTE NÃO ESPECIFICADA",2,2,0,0,0.0,5.5,1,0.5
MICROCIRURGIA,S62.3  FRATURA DE OUTROS OSSOS DO METACARPO,1,1,0,0,0.0,9.0,0,0.0
MICROCIRURGIA,S62.4  FRATURAS MÚLTIPLAS DE OSSOS METACARPIANOS,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S62.6  FRATURA DE OUTROS DEDOS,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S64.7  TRAUMATISMO DE MÚLTIPLOS NERVOS AO NÍVEL DE PUNHO E DA MÃO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S64.8  TRAUMATISMO DE OUTROS NERVOS AO NÍVEL DO PUNHO E DA MÃO,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,S66.1  TRAUMATISMO DO MÚSCULO FLEXOR E TENDÃO DE OUTRO DEDO AO NÍVEL DO PUNHO E DA MÃO,1,1,0,0,0.0,2.0,0,0.0
MICROCIRURGIA,S66.3  TRAUMATISMO DO MÚSCULO EXTENSOR E TENDÃO DE OUTRO DEDO AO NÍVEL DO PUNHO E DA MÃO,1,1,0,0,0.0,7.0,0,0.0
MICROCIRURGIA,S66.7  TRAUMATISMO DE MÚSCULOS EXTENSORES E TENDÕES MÚLTIPLOS AO NÍVEL DO PUNHO E DA MÃO,1,1,0,0,0.0,24.0,0,0.0
MICROCIRURGIA,S66.9  TRAUMATISMO DE MÚSCULO E TENDÃO NÃO ESPECIFICADO AO NÍVEL DO PUNHO E DA MÃO,5,5,0,0,0.0,3.0,1,0.2
MICROCIRURGIA,S67.8  LESÃO POR ESMAGAMENTO DE OUTRAS PARTES E DAS NÃO ESPECIFICADAS DO PUNHO E DA MÃO,1,1,0,0,0.0,11.0,0,0.0
MICROCIRURGIA,S69.7  TRAUMATISMOS MÚLTIPLOS DO PUNHO E DA MÃO,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S71.1  FERIMENTO DA COXA,1,1,0,0,0.0,3.0,0,0.0
MICROCIRURGIA,S72.0  FRATURA DO COLO DO FÊMUR,1,1,0,0,0.0,10.0,0,0.0
MICROCIRURGIA,S72.4  FRATURA DA EXTREMIDADE DISTAL DO FÊMUR,1,1,0,0,0.0,52.0,0,0.0
MICROCIRURGIA,S72.8  FRATURAS DE OUTRAS PARTES DO FÊMUR,1,1,0,0,0.0,61.0,0,0.0
MICROCIRURGIA,S81.0  FERIMENTO DO JOELHO,1,1,0,0,0.0,10.0,0,0.0
MICROCIRURGIA,S81.8  FERIMENTO DE OUTRAS PARTES DA PERNA,2,2,0,0,0.0,25.0,1,0.5
